country,team_name,player_name,player_headshot_url,team_logo_url
Russia,.aSpera.,Team Empire,https://liquipedia.net/commons/images/2/21/Team_Empire_2016_allmode.png,
Russia,.aSpera.,ArsZeeqq,https://liquipedia.net/commons/images/2/20/ArsZeeqq_Chongqing_Major.jpg,
Russia,.aSpera.,AfterLife,https://liquipedia.net/commons/images/c/c5/Afterlife_2023_One_Move.png,
Denmark,1w Team,The International/2024,https://liquipedia.net/commons/images/8/87/The_International_2024_padded_allmode.png,
Europe,1w Team,FISSURE/Special/1,https://liquipedia.net/commons/images/0/0a/FISSURE_Special_lightmode.png,
CIS,1w Team,DreamLeague/Season 26/Eastern Europe,https://liquipedia.net/commons/images/5/57/DreamLeague_2023_lightmode.png,
Europe,1w Team,FISSURE/Universe/4,https://liquipedia.net/commons/images/1/19/FISSURE_Universe_Episode_4_allmode.png,
CIS,1w Team,1win Series/2024/Fall,https://liquipedia.net/commons/images/a/a7/1win_Series_Dota_2_lightmode.png,
Europe,1w Team,The International/2025/Western Europe,https://liquipedia.net/commons/images/5/52/The_International_2025.png,
Thailand,2Be Continued Esports,RRQ.Trust,https://liquipedia.net/commons/images/1/1e/Rex_Regum_Qeon_allmode.png,https://liquipedia.net/commons/images/2/21/2BE_Continue_lightmode.png
France,3DMAX,Fureur,https://liquipedia.net/commons/images/1/14/LogoFureurNoir.png,https://liquipedia.net/commons/images/7/75/3DMAX_2011_allmode.png
Finland,4 Anchors + Sea Captain,Buugi,https://liquipedia.net/commons/images/3/32/Buugi_ESL_Genting_2018.jpg,https://liquipedia.net/commons/images/f/fa/4asclogo.png
Philippines,4 Anchors + Sea Captain,Fnatic,https://liquipedia.net/commons/images/f/f9/Fnatic_2020_allmode.png,https://liquipedia.net/commons/images/f/fa/4asclogo.png
Sweden,4 Clover & Lepricon,EGM,https://liquipedia.net/commons/images/6/69/EGM_SL_i-League.jpg,https://liquipedia.net/commons/images/4/49/4CloverAndLepricon.png
Sweden,4 Clover & Lepricon,Wagamama,https://liquipedia.net/commons/images/6/65/Wagamama_DreamHack_Summer_2013.jpg,https://liquipedia.net/commons/images/4/49/4CloverAndLepricon.png
Russia,4 Clover & Lepricon,VANSKOR,https://liquipedia.net/commons/images/b/bc/VANSKOR_BetBoom_Dacha_Dubai_2024.png,https://liquipedia.net/commons/images/4/49/4CloverAndLepricon.png
North Macedonia,4 Clover & Lepricon,Saksa,https://liquipedia.net/commons/images/a/a6/Saksa_BLAST_Slam_II_Dota.jpg,https://liquipedia.net/commons/images/4/49/4CloverAndLepricon.png
Sweden,4 Clover & Lepricon,Pajkatt,https://liquipedia.net/commons/images/a/a5/Pajkatt_Supermajor.jpg,https://liquipedia.net/commons/images/4/49/4CloverAndLepricon.png
Sweden,4 Clover & Lepricon,Alliance,https://liquipedia.net/commons/images/a/a9/Alliance_2024_full_allmode.png,https://liquipedia.net/commons/images/4/49/4CloverAndLepricon.png
Russia,4Pirates,Russian Esports Cup/2025,https://liquipedia.net/commons/images/e/ec/Russian_Esports_Cup_2023_icon_lightmode.png,https://liquipedia.net/commons/images/f/fe/4Pirates_2025_allmode.png
Russia,4Pirates,Otaker,https://liquipedia.net/commons/images/c/ca/Otaker_RESF_Open_Cup_2025.jpg,https://liquipedia.net/commons/images/f/fe/4Pirates_2025_allmode.png
Russia,4Pirates,Nattynarwhal,https://liquipedia.net/commons/images/0/08/Nattynarwhal_4Pirates.jpg,https://liquipedia.net/commons/images/f/fe/4Pirates_2025_allmode.png
United States,5ManMidas,S A D B O Y S,https://liquipedia.net/commons/images/1/13/S_A_D_B_O_Y_S_allmode.png,https://liquipedia.net/commons/images/8/80/5ManMidas_lightmode_full.png
Malaysia,9Pandas,ESL One/Kuala Lumpur/2023,https://liquipedia.net/commons/images/7/72/ESL_One_Kuala_Lumpur_2023_allmode.png,https://liquipedia.net/commons/images/2/29/9Pandas_dota2_allmode.png
CIS,9Pandas,ESL One/Kuala Lumpur/2023/Eastern Europe/Closed Qualifier,https://liquipedia.net/commons/images/7/72/ESL_One_Kuala_Lumpur_2023_allmode.png,https://liquipedia.net/commons/images/2/29/9Pandas_dota2_allmode.png
CIS,9Pandas,The International/2024/Eastern Europe,https://liquipedia.net/commons/images/f/fe/The_International_2024.jpg,https://liquipedia.net/commons/images/2/29/9Pandas_dota2_allmode.png
CIS,9Pandas,DreamLeague/Season 24/Eastern Europe/Open Qualifier/1,https://liquipedia.net/commons/images/5/57/DreamLeague_2023_lightmode.png,https://liquipedia.net/commons/images/2/29/9Pandas_dota2_allmode.png
Europe,9Pandas,Elite League/1,https://liquipedia.net/commons/images/7/72/Elite_League_lightmode.png,https://liquipedia.net/commons/images/2/29/9Pandas_dota2_allmode.png
CIS,9Pandas,DreamLeague/Season 22/Eastern Europe/Closed Qualifier,https://liquipedia.net/commons/images/5/57/DreamLeague_2023_lightmode.png,https://liquipedia.net/commons/images/2/29/9Pandas_dota2_allmode.png
Europe,9Pandas,DreamLeague/Season 25,https://liquipedia.net/commons/images/5/57/DreamLeague_2023_lightmode.png,https://liquipedia.net/commons/images/2/29/9Pandas_dota2_allmode.png
CIS,9Pandas,PGL/Wallachia/4/Eastern Europe,https://liquipedia.net/commons/images/a/a8/PGL_Wallachia_allmode.png,https://liquipedia.net/commons/images/2/29/9Pandas_dota2_allmode.png
CIS,9Pandas,ESL One/Raleigh/2025/Eastern Europe,https://liquipedia.net/commons/images/4/48/ESL_One_Raleigh_2025_allmode.png,https://liquipedia.net/commons/images/2/29/9Pandas_dota2_allmode.png
CIS,9Pandas,PGL/Wallachia/3/Eastern Europe/Open Qualifier 2,https://liquipedia.net/commons/images/a/a8/PGL_Wallachia_allmode.png,https://liquipedia.net/commons/images/2/29/9Pandas_dota2_allmode.png
Peru,A-Team,EgoBoys,https://liquipedia.net/commons/images/f/ff/EgoBoys_2020_lightmode.png,https://liquipedia.net/commons/images/8/8e/A-Team_allmode.png
kz,A-Team,B1kA,https://liquipedia.net/commons/images/4/40/B1ka.jpeg,https://liquipedia.net/commons/images/8/8e/A-Team_allmode.png
United Kingdom,A-Team,Wind and Rain,https://liquipedia.net/commons/images/f/f7/Wind_and_Rain_aug_2017_allmode.png,https://liquipedia.net/commons/images/8/8e/A-Team_allmode.png
Denmark,Absolute Legends,MaNia,https://liquipedia.net/commons/images/d/db/MaNia_RaidCall_EMS_One_Summer.jpg,https://liquipedia.net/commons/images/4/4b/Absolute_Legends_full_allmode.png
Sweden,Absolute Legends,Mirakel,https://liquipedia.net/commons/images/e/ed/Mirakel_RaidCall_EMS_One_Summer.jpg,https://liquipedia.net/commons/images/4/4b/Absolute_Legends_full_allmode.png
Australia,Absolute Legends,GoDz,https://liquipedia.net/commons/images/f/f1/GoDz_Chongqing_Major_2019.jpg,https://liquipedia.net/commons/images/4/4b/Absolute_Legends_full_allmode.png
Australia,Absolute Legends,Snoopy,https://liquipedia.net/commons/images/9/94/WIH-Snoopey-FaLSe.jpg,https://liquipedia.net/commons/images/4/4b/Absolute_Legends_full_allmode.png
Australia,Acion Arena,Godot,https://liquipedia.net/commons/images/4/4a/Godot_wesg_2018.jpg,https://liquipedia.net/commons/images/f/f0/Acion_Arena_Logo.png
Philippines,Acion Arena,Armel,https://liquipedia.net/commons/images/4/43/Armel_2022_Fnatic.png,https://liquipedia.net/commons/images/f/f0/Acion_Arena_Logo.png
Thailand,Acion Arena,Clutch Gamers,https://liquipedia.net/commons/images/1/1c/Clutch_Gamers_full_allmode.png,https://liquipedia.net/commons/images/f/f0/Acion_Arena_Logo.png
Greece,Ad Finem,SkyLark,https://liquipedia.net/commons/images/c/c0/SkyLark_The_Boston_Major_2016.jpg,https://liquipedia.net/commons/images/e/ec/Ad_Finem_full_lightmode.png
Greece,Ad Finem,Madara (Omar Dabachach),https://liquipedia.net/commons/images/6/6a/Madara_The_Boston_Major_2016.jpg,https://liquipedia.net/commons/images/e/ec/Ad_Finem_full_lightmode.png
